Priority,WorkOrder,capable_resource_groups,idle_minutes,ETA,DueDate,Delay,DelayWithoutIdleTime,TimeDifference
322,WO117722-10,36,13848,2024-01-04 09:50:00.000,2024-04-24 00:00:00.000,-111 days +09:50:00,-121 days +19:02:00,9 days 14:48:00
322,WO117722-20,8,865,2024-01-08 10:43:00.000,2024-04-24 00:00:00.000,-107 days +10:43:00,-108 days +20:18:00,0 days 14:25:00
322,WO117723-10,36,13908,2024-01-04 10:50:00.000,2024-04-24 00:00:00.000,-111 days +10:50:00,-121 days +19:02:00,9 days 15:48:00
322,WO117723-20,3,16770,2024-02-22 08:30:00.000,2024-04-24 00:00:00.000,-62 days +08:30:00,-74 days +17:00:00,11 days 15:30:00
322,WO117724-10,84,42123,2024-01-12 02:10:00.000,2024-04-24 00:00:00.000,-103 days +02:10:00,-133 days +20:07:00,29 days 06:03:00
322,WO117725-10,84,41397,2024-01-11 14:24:00.000,,,,
322,WO117725-20,8,351,2024-01-15 12:15:00.000,2024-04-24 00:00:00.000,-100 days +12:15:00,-100 days +06:24:00,0 days 05:51:00
322,WO117726-10,84,41733,2024-01-11 19:30:00.000,2024-04-24 00:00:00.000,-104 days +19:30:00,-133 days +19:57:00,28 days 23:33:00
322,WO117726-20,3,13994,2024-02-22 07:00:00.000,2024-04-24 00:00:00.000,-62 days +07:00:00,-72 days +13:46:00,9 days 17:14:00
322,WO117727-10,36,13878,2024-01-04 10:20:00.000,2024-04-24 00:00:00.000,-111 days +10:20:00,-121 days +19:02:00,9 days 15:18:00
322,WO117727-20,3,16740,2024-02-22 07:30:00.000,2024-04-24 00:00:00.000,-62 days +07:30:00,-74 days +16:30:00,11 days 15:00:00
322,WO117728-10,36,13818,2024-01-04 09:20:00.000,2024-04-24 00:00:00.000,-111 days +09:20:00,-121 days +19:02:00,9 days 14:18:00
322,WO117728-20,3,16739,2024-02-21 15:15:00.000,2024-04-24 00:00:00.000,-63 days +15:15:00,-74 days +00:16:00,11 days 14:59:00
322,WO117729-10,36,13382,2024-01-03 10:50:00.000,2024-04-24 00:00:00.000,-112 days +10:50:00,-121 days +03:48:00,9 days 07:02:00
322,WO117729-20,8,1236,2024-01-08 09:08:00.000,2024-04-24 00:00:00.000,-107 days +09:08:00,-108 days +12:32:00,0 days 20:36:00
322,WO117729-30,3,15675,2024-02-21 11:21:00.000,2024-04-24 00:00:00.000,-63 days +11:21:00,-74 days +14:06:00,10 days 21:15:00
322,WO117730-10,84,41443,2024-01-11 14:40:00.000,,,,
322,WO117730-20,8,878,2024-01-16 08:37:00.000,2024-04-24 00:00:00.000,-99 days +08:37:00,-100 days +17:59:00,0 days 14:38:00
322,WO117731-10,84,41413,2024-01-11 14:10:00.000,,,,
322,WO117731-20,8,727,2024-01-15 14:22:00.000,2024-04-24 00:00:00.000,-100 days +14:22:00,-100 days +02:15:00,0 days 12:07:00
322,WO117732-10,18,371,2024-03-06 06:50:00.000,2024-04-24 00:00:00.000,-49 days +06:50:00,-49 days +00:39:00,0 days 06:11:00
322,WO117733-10,16|17,516,2024-01-09 08:36:00.000,2024-04-24 00:00:00.000,-106 days +08:36:00,-106 days +00:00:00,0 days 08:36:00
322,WO117734-10,16|17,416,2024-01-08 12:00:00.000,2024-04-24 00:00:00.000,-107 days +12:00:00,-107 days +05:04:00,0 days 06:56:00
322,WO117735-10,84,41793,2024-01-11 20:40:00.000,2024-04-24 00:00:00.000,-104 days +20:40:00,-133 days +20:07:00,29 days 00:33:00
322,WO117736-10,36,14242,2024-01-05 07:38:00.000,2024-04-24 00:00:00.000,-110 days +07:38:00,-120 days +10:16:00,9 days 21:22:00
322,WO117737-10,36,14272,2024-01-05 08:08:00.000,2024-04-24 00:00:00.000,-110 days +08:08:00,-120 days +10:16:00,9 days 21:52:00
322,WO117739-10,84,41833,2024-01-11 22:00:00.000,2024-04-24 00:00:00.000,-104 days +22:00:00,-133 days +20:47:00,29 days 01:13:00
322,WO117740-10,84,41913,2024-01-11 22:40:00.000,2024-04-24 00:00:00.000,-104 days +22:40:00,-133 days +20:07:00,29 days 02:33:00
322,WO117741-10,36,13938,2024-01-05 07:08:00.000,2024-04-24 00:00:00.000,-110 days +07:08:00,-120 days +14:50:00,9 days 16:18:00
322,WO117742-10,84,41983,2024-01-12 00:30:00.000,2024-04-24 00:00:00.000,-103 days +00:30:00,-133 days +20:47:00,29 days 03:43:00
322,WO117743-10,36,13678,2024-01-04 07:50:00.000,2024-04-24 00:00:00.000,-111 days +07:50:00,-121 days +19:52:00,9 days 11:58:00
322,WO117743-20,8,528,2024-01-05 08:52:00.000,2024-04-24 00:00:00.000,-110 days +08:52:00,-110 days +00:04:00,0 days 08:48:00
322,WO117744-10,84,41763,2024-01-11 20:00:00.000,2024-04-24 00:00:00.000,-104 days +20:00:00,-133 days +19:57:00,29 days 00:03:00
322,WO117744-20,3,14054,2024-02-22 08:00:00.000,2024-04-24 00:00:00.000,-62 days +08:00:00,-72 days +13:46:00,9 days 18:14:00
322,WO117745-10,84,41457,2024-01-11 14:54:00.000,2024-04-24 00:00:00.000,-104 days +14:54:00,-133 days +19:57:00,28 days 18:57:00
322,WO117745-20,3,13781,2024-02-21 12:15:00.000,2024-04-24 00:00:00.000,-63 days +12:15:00,-73 days +22:34:00,9 days 13:41:00
322,WO117746-10,36,14302,2024-01-05 08:48:00.000,2024-04-24 00:00:00.000,-110 days +08:48:00,-120 days +10:26:00,9 days 22:22:00
322,WO117747-10,36,14520,2024-01-08 07:30:00.000,2024-04-24 00:00:00.000,-107 days +07:30:00,-117 days +05:30:00,10 days 02:00:00
322,WO117748-10,84,41473,2024-01-11 15:10:00.000,2024-04-24 00:00:00.000,-104 days +15:10:00,-133 days +19:57:00,28 days 19:13:00
322,WO117748-20,3,13819,2024-02-21 12:45:00.000,2024-04-24 00:00:00.000,-63 days +12:45:00,-73 days +22:26:00,9 days 14:19:00
322,WO117749-10,84,41613,2024-01-11 17:30:00.000,2024-04-24 00:00:00.000,-104 days +17:30:00,-133 days +19:57:00,28 days 21:33:00
322,WO117749-20,3,13843,2024-02-21 13:15:00.000,2024-04-24 00:00:00.000,-63 days +13:15:00,-73 days +22:32:00,9 days 14:43:00
322,WO117750-10,84,41703,2024-01-11 19:00:00.000,2024-04-24 00:00:00.000,-104 days +19:00:00,-133 days +19:57:00,28 days 23:03:00
322,WO117750-20,3,13933,2024-02-21 14:45:00.000,2024-04-24 00:00:00.000,-63 days +14:45:00,-73 days +22:32:00,9 days 16:13:00
322,WO117751-10,84,41673,2024-01-11 18:30:00.000,2024-04-24 00:00:00.000,-104 days +18:30:00,-133 days +19:57:00,28 days 22:33:00
322,WO117751-20,3,13903,2024-02-21 14:15:00.000,2024-04-24 00:00:00.000,-63 days +14:15:00,-73 days +22:32:00,9 days 15:43:00
322,WO117752-10,36,17926,2024-01-17 08:45:00.000,,,,
322,WO117752-20,69,12801,2024-02-26 11:20:00.000,2024-04-24 00:00:00.000,-58 days +11:20:00,-67 days +13:59:00,8 days 21:21:00
168,WO117753-10,84,411,2023-11-28 11:16:00.000,,,,
168,WO117753-20,69,1673,2023-12-04 14:10:00.000,,,,
303,WO117754-10,38,0,2024-02-27 11:50:00.000,2024-02-19 00:00:00.000,8 days 11:50:00,8 days 11:50:00,0 days 00:00:00
304,WO117755-10,38,0,2024-02-27 14:20:00.000,2024-02-19 00:00:00.000,8 days 14:20:00,8 days 14:20:00,0 days 00:00:00
301,WO117756-10,38,0,2024-02-22 09:22:00.000,2024-02-19 00:00:00.000,3 days 09:22:00,3 days 09:22:00,0 days 00:00:00
302,WO117757-10,38,0,2024-02-29 09:30:00.000,2024-02-19 00:00:00.000,10 days 09:30:00,10 days 09:30:00,0 days 00:00:00
253,WO117759-10,36,2058,2023-12-01 08:15:00.000,2024-01-09 00:00:00.000,-39 days +08:15:00,-41 days +21:57:00,1 days 10:18:00
253,WO117759-20,24,1263,2023-12-07 07:45:00.000,2024-01-09 00:00:00.000,-33 days +07:45:00,-34 days +10:42:00,0 days 21:03:00
253,WO117759-30,42,4299,2023-12-20 09:10:00.000,2024-01-09 00:00:00.000,-20 days +09:10:00,-23 days +09:31:00,2 days 23:39:00
253,WO117759-40,39,0,2023-12-20 10:50:00.000,2024-01-09 00:00:00.000,-20 days +10:50:00,-20 days +10:50:00,0 days 00:00:00
308,WO117760-10,30,204,2024-02-27 07:21:00.000,2024-03-08 00:00:00.000,-10 days +07:21:00,-10 days +03:57:00,0 days 03:24:00
309,WO117761-10,67,10868,2024-03-13 10:05:00.000,2024-03-08 00:00:00.000,5 days 10:05:00,-3 days +20:57:00,7 days 13:08:00
254,WO117762-10,36,2209,2023-12-01 10:45:00.000,2024-01-09 00:00:00.000,-39 days +10:45:00,-41 days +21:56:00,1 days 12:49:00
254,WO117762-20,24,196,2023-12-04 09:24:54.000,2024-01-09 00:00:00.000,-36 days +09:24:54,-36 days +06:08:54,0 days 03:16:00
254,WO117762-30,42,5978,2023-12-20 12:30:00.000,2024-01-09 00:00:00.000,-20 days +12:30:00,-24 days +08:52:00,4 days 03:38:00
254,WO117762-40,39,0,2023-12-20 14:10:00.000,2024-01-09 00:00:00.000,-20 days +14:10:00,-20 days +14:10:00,0 days 00:00:00
309,WO117763-10,84,18510,2023-12-18 07:45:00.000,2024-03-08 00:00:00.000,-81 days +07:45:00,-94 days +11:15:00,12 days 20:30:00
309,WO117764-10,84,18524,2023-12-18 07:59:00.000,2024-03-08 00:00:00.000,-81 days +07:59:00,-94 days +11:15:00,12 days 20:44:00
309,WO117765-10,84,18494,2023-12-18 07:29:00.000,2024-03-08 00:00:00.000,-81 days +07:29:00,-94 days +11:15:00,12 days 20:14:00
309,WO117765-20,3,10871,2024-01-17 10:18:00.000,2024-03-08 00:00:00.000,-51 days +10:18:00,-59 days +21:07:00,7 days 13:11:00
309,WO117766-10,36,5396,2023-12-12 08:00:00.000,,,,
309,WO117767-10,2|1,616,2023-12-18 10:03:00.000,2024-03-08 00:00:00.000,-81 days +10:03:00,-82 days +23:47:00,0 days 10:16:00
309,WO117768-10,16|17,76,2024-01-24 14:14:00.000,2024-03-08 00:00:00.000,-44 days +14:14:00,-44 days +12:58:00,0 days 01:16:00
309,WO117768-20,9,3624,2024-02-05 12:30:00.000,2024-03-08 00:00:00.000,-32 days +12:30:00,-34 days +00:06:00,2 days 12:24:00
309,WO117769-10,16|17,448,2024-01-18 12:27:00.000,2024-03-08 00:00:00.000,-50 days +12:27:00,-50 days +04:59:00,0 days 07:28:00
309,WO117769-20,9,5685,2024-02-05 13:00:00.000,2024-03-08 00:00:00.000,-32 days +13:00:00,-36 days +14:15:00,3 days 22:45:00
309,WO117770-10,84,18480,2023-12-18 07:15:00.000,2024-03-08 00:00:00.000,-81 days +07:15:00,-94 days +11:15:00,12 days 20:00:00
309,WO117770-20,3,10774,2024-01-17 09:48:00.000,2024-03-08 00:00:00.000,-51 days +09:48:00,-59 days +22:14:00,7 days 11:34:00
309,WO117771-10,36,5366,2023-12-12 07:00:00.000,2024-03-08 00:00:00.000,-87 days +07:00:00,-91 days +13:34:00,3 days 17:26:00
302,WO117772-10,16|17,471,2024-01-17 14:49:00.000,2024-01-31 00:00:00.000,-14 days +14:49:00,-14 days +06:58:00,0 days 07:51:00
302,WO117772-20,9,5257,2024-02-02 07:35:00.000,2024-01-31 00:00:00.000,2 days 07:35:00,-2 days +15:58:00,3 days 15:37:00
302,WO117773-10,84,15272,2023-12-13 14:10:00.000,2024-01-31 00:00:00.000,-49 days +14:10:00,-60 days +23:38:00,10 days 14:32:00
302,WO117773-20,3,10720,2024-01-15 09:25:00.000,2024-01-31 00:00:00.000,-16 days +09:25:00,-24 days +22:45:00,7 days 10:40:00
302,WO117774-10,84,15472,2023-12-14 08:45:00.000,,,,
309,WO117775-10,84,18254,2023-12-15 16:00:00.000,,,,
309,WO117775-20,3,10759,2024-01-17 07:27:00.000,2024-03-08 00:00:00.000,-51 days +07:27:00,-59 days +20:08:00,7 days 11:19:00
309,WO117776-10,84,18314,2023-12-15 17:00:00.000,2024-03-08 00:00:00.000,-84 days +17:00:00,-97 days +23:46:00,12 days 17:14:00
309,WO117777-10,84,18028,2023-12-18 06:59:00.000,2024-03-08 00:00:00.000,-81 days +06:59:00,-94 days +18:31:00,12 days 12:28:00
309,WO117778-10,36,5205,2023-12-11 13:35:00.000,,,,
309,WO117779-10,84,17884,2023-12-15 09:50:00.000,2024-03-08 00:00:00.000,-84 days +09:50:00,-97 days +23:46:00,12 days 10:04:00
309,WO117779-20,3,10644,2024-01-16 12:32:00.000,2024-03-08 00:00:00.000,-52 days +12:32:00,-59 days +03:08:00,7 days 09:24:00
309,WO117780-10,84,18104,2023-12-15 13:40:00.000,2024-03-08 00:00:00.000,-84 days +13:40:00,-97 days +23:56:00,12 days 13:44:00
309,WO117780-20,3,10608,2024-01-16 13:42:00.000,2024-03-08 00:00:00.000,-52 days +13:42:00,-59 days +04:54:00,7 days 08:48:00
309,WO117781-10,84,18224,2023-12-15 15:30:00.000,2024-03-08 00:00:00.000,-84 days +15:30:00,-97 days +23:46:00,12 days 15:44:00
309,WO117781-20,3,10728,2024-01-17 06:57:00.000,2024-03-08 00:00:00.000,-51 days +06:57:00,-59 days +20:09:00,7 days 10:48:00
309,WO117782-10,36,5265,2023-12-11 14:05:00.000,,,,
309,WO117783-10,36,5295,2023-12-11 14:35:00.000,,,,
309,WO117784-10,36,5175,2023-12-11 12:35:00.000,,,,
309,WO117785-10,84,18284,2023-12-15 16:30:00.000,2024-03-08 00:00:00.000,-84 days +16:30:00,-97 days +23:46:00,12 days 16:44:00
309,WO117785-20,3,10789,2024-01-17 07:57:00.000,2024-03-08 00:00:00.000,-51 days +07:57:00,-59 days +20:08:00,7 days 11:49:00
309,WO117786-10,84,18344,2023-12-18 06:45:00.000,2024-03-08 00:00:00.000,-81 days +06:45:00,-94 days +13:01:00,12 days 17:44:00
309,WO117787-10,36,5325,2023-12-11 15:05:00.000,,,,
309,WO117788-10,84,17958,2023-12-15 11:14:00.000,2024-03-08 00:00:00.000,-84 days +11:14:00,-97 days +23:56:00,12 days 11:18:00
309,WO117788-20,3,10600,2024-01-16 13:12:00.000,2024-03-08 00:00:00.000,-52 days +13:12:00,-59 days +04:32:00,7 days 08:40:00
309,WO117789-10,84,18184,2023-12-15 15:00:00.000,2024-03-08 00:00:00.000,-84 days +15:00:00,-97 days +23:56:00,12 days 15:04:00
309,WO117789-20,3,10698,2024-01-16 15:12:00.000,2024-03-08 00:00:00.000,-52 days +15:12:00,-59 days +04:54:00,7 days 10:18:00
309,WO117790-10,84,17998,2023-12-15 11:44:00.000,,,,
309,WO117790-20,3,10640,2024-01-16 14:12:00.000,,,,
309,WO117791-10,84,18144,2023-12-15 14:20:00.000,2024-03-08 00:00:00.000,-84 days +14:20:00,-97 days +23:56:00,12 days 14:24:00
309,WO117791-20,3,10668,2024-01-16 14:42:00.000,2024-03-08 00:00:00.000,-52 days +14:42:00,-59 days +04:54:00,7 days 09:48:00
302,WO117792-10,16|17,0,2024-01-15 14:30:00.000,2024-02-19 00:00:00.000,-35 days +14:30:00,-35 days +14:30:00,0 days 00:00:00
302,WO117792-20,9,6529,2024-02-02 08:05:00.000,2024-02-19 00:00:00.000,-17 days +08:05:00,-22 days +19:16:00,4 days 12:49:00
308,WO117793-10,30,497,2024-02-21 11:52:00.000,2024-03-08 00:00:00.000,-16 days +11:52:00,-16 days +03:35:00,0 days 08:17:00
304,WO117794-10,16|17,1167,2023-12-13 13:21:00.000,2024-02-19 00:00:00.000,-68 days +13:21:00,-69 days +17:54:00,0 days 19:27:00
304,WO117794-20,9,17927,2024-02-05 07:30:00.000,2024-02-19 00:00:00.000,-14 days +07:30:00,-27 days +20:43:00,12 days 10:47:00
301,WO117795-10,16|17,292,2023-12-08 07:21:00.000,2024-02-19 00:00:00.000,-73 days +07:21:00,-73 days +02:29:00,0 days 04:52:00
301,WO117795-20,9,19073,2024-02-01 11:50:00.000,2024-02-19 00:00:00.000,-18 days +11:50:00,-31 days +05:57:00,13 days 05:53:00
301,WO117796-10,16|17,52,2023-12-07 14:46:34.800,2024-02-19 00:00:00.000,-74 days +14:46:34.800000,-74 days +13:54:34.800000,0 days 00:52:00
301,WO117796-20,9,19094,2024-02-01 10:50:00.000,2024-02-19 00:00:00.000,-18 days +10:50:00,-31 days +04:36:00,13 days 06:14:00
303,WO117797-10,16|17,0,2024-01-16 08:10:00.000,2024-02-19 00:00:00.000,-34 days +08:10:00,-34 days +08:10:00,0 days 00:00:00
303,WO117797-20,9,6533,2024-02-02 10:35:00.000,2024-02-19 00:00:00.000,-17 days +10:35:00,-22 days +21:42:00,4 days 12:53:00
303,WO117798-10,84,16748,2023-12-14 13:25:00.000,2024-02-19 00:00:00.000,-67 days +13:25:00,-79 days +22:17:00,11 days 15:08:00
303,WO117798-20,3,10633,2024-01-16 07:10:00.000,2024-02-19 00:00:00.000,-34 days +07:10:00,-42 days +21:57:00,7 days 09:13:00
304,WO117799-10,16|17,0,2024-01-16 12:02:00.000,2024-02-19 00:00:00.000,-34 days +12:02:00,-34 days +12:02:00,0 days 00:00:00
304,WO117799-20,9,6462,2024-02-05 08:00:00.000,2024-02-19 00:00:00.000,-14 days +08:00:00,-19 days +20:18:00,4 days 11:42:00
304,WO117800-10,84,16973,2023-12-14 17:10:00.000,2024-02-19 00:00:00.000,-67 days +17:10:00,-79 days +22:17:00,11 days 18:53:00
304,WO117800-20,3,10724,2024-01-16 10:22:00.000,2024-02-19 00:00:00.000,-34 days +10:22:00,-42 days +23:38:00,7 days 10:44:00
304,WO117801-10,84,17714,2023-12-15 07:00:00.000,2024-02-19 00:00:00.000,-66 days +07:00:00,-79 days +23:46:00,12 days 07:14:00
304,WO117801-20,3,10754,2024-01-16 11:22:00.000,2024-02-19 00:00:00.000,-34 days +11:22:00,-41 days +00:08:00,7 days 11:14:00
304,WO117802-10,84,17714,2023-12-15 07:00:00.000,2024-02-19 00:00:00.000,-66 days +07:00:00,-79 days +23:46:00,12 days 07:14:00
304,WO117802-20,3,10724,2024-01-16 10:52:00.000,2024-02-19 00:00:00.000,-34 days +10:52:00,-41 days +00:08:00,7 days 10:44:00
304,WO117803-10,84,16943,2023-12-14 16:40:00.000,2024-02-19 00:00:00.000,-67 days +16:40:00,-79 days +22:17:00,11 days 18:23:00
304,WO117803-20,3,10694,2024-01-16 09:52:00.000,2024-02-19 00:00:00.000,-34 days +09:52:00,-42 days +23:38:00,7 days 10:14:00
301,WO117804-10,16|17,0,2024-01-11 13:00:00.000,2024-02-19 00:00:00.000,-39 days +13:00:00,-39 days +13:00:00,0 days 00:00:00
301,WO117804-20,9,7130,2024-02-01 11:20:00.000,2024-02-19 00:00:00.000,-18 days +11:20:00,-23 days +12:30:00,4 days 22:50:00
301,WO117805-10,84,13741,2023-12-12 08:20:00.000,2024-02-19 00:00:00.000,-69 days +08:20:00,-79 days +19:19:00,9 days 13:01:00
301,WO117805-20,3,10862,2024-01-11 11:00:00.000,2024-02-19 00:00:00.000,-39 days +11:00:00,-47 days +21:58:00,7 days 13:02:00
301,WO117806-10,84,13801,2023-12-12 09:20:00.000,2024-02-19 00:00:00.000,-69 days +09:20:00,-79 days +19:19:00,9 days 14:01:00
301,WO117806-20,3,10862,2024-01-11 12:00:00.000,2024-02-19 00:00:00.000,-39 days +12:00:00,-47 days +22:58:00,7 days 13:02:00
301,WO117807-10,84,13771,2023-12-12 08:50:00.000,2024-02-19 00:00:00.000,-69 days +08:50:00,-79 days +19:19:00,9 days 13:31:00
301,WO117807-20,3,10862,2024-01-11 11:30:00.000,2024-02-19 00:00:00.000,-39 days +11:30:00,-47 days +22:28:00,7 days 13:02:00
301,WO117808-10,84,13831,2023-12-12 09:50:00.000,2024-02-19 00:00:00.000,-69 days +09:50:00,-79 days +19:19:00,9 days 14:31:00
301,WO117808-20,3,10862,2024-01-11 12:30:00.000,2024-02-19 00:00:00.000,-39 days +12:30:00,-47 days +23:28:00,7 days 13:02:00
302,WO117809-10,16|17,0,2024-01-15 13:36:00.000,2024-02-19 00:00:00.000,-35 days +13:36:00,-35 days +13:36:00,0 days 00:00:00
302,WO117809-20,9,6613,2024-02-02 08:35:00.000,2024-02-19 00:00:00.000,-17 days +08:35:00,-22 days +18:22:00,4 days 14:13:00
302,WO117810-10,84,16538,2023-12-14 09:55:00.000,2024-02-19 00:00:00.000,-67 days +09:55:00,-79 days +22:17:00,11 days 11:38:00
302,WO117810-20,3,10563,2024-01-15 11:06:00.000,2024-02-19 00:00:00.000,-35 days +11:06:00,-42 days +03:03:00,7 days 08:03:00
302,WO117811-10,84,16568,2023-12-14 10:25:00.000,2024-02-19 00:00:00.000,-67 days +10:25:00,-79 days +22:17:00,11 days 12:08:00
302,WO117811-20,3,10563,2024-01-15 11:36:00.000,2024-02-19 00:00:00.000,-35 days +11:36:00,-42 days +03:33:00,7 days 08:03:00
302,WO117812-10,84,16598,2023-12-14 10:55:00.000,2024-02-19 00:00:00.000,-67 days +10:55:00,-79 days +22:17:00,11 days 12:38:00
302,WO117812-20,3,10563,2024-01-15 12:06:00.000,2024-02-19 00:00:00.000,-35 days +12:06:00,-42 days +04:03:00,7 days 08:03:00
302,WO117813-10,84,16628,2023-12-14 11:25:00.000,2024-02-19 00:00:00.000,-67 days +11:25:00,-79 days +22:17:00,11 days 13:08:00
302,WO117813-20,3,10563,2024-01-15 12:36:00.000,2024-02-19 00:00:00.000,-35 days +12:36:00,-42 days +04:33:00,7 days 08:03:00
302,WO117814-10,84,16658,2023-12-14 11:55:00.000,2024-02-19 00:00:00.000,-67 days +11:55:00,-79 days +22:17:00,11 days 13:38:00
181,WO117816-20,24,327,2023-11-27 12:27:00.000,,,,
182,WO117817-20,24,357,2023-11-27 12:57:00.000,,,,
303,WO117818-10,67,7075,2024-02-27 10:50:00.000,2024-02-19 00:00:00.000,8 days 10:50:00,3 days 12:55:00,4 days 21:55:00
304,WO117819-10,67,6914,2024-02-27 13:20:00.000,2024-02-19 00:00:00.000,8 days 13:20:00,3 days 18:06:00,4 days 19:14:00
301,WO117820-10,67,5739,2024-02-22 08:22:00.000,2024-02-19 00:00:00.000,3 days 08:22:00,-1 days +08:43:00,3 days 23:39:00
302,WO117821-10,67,6344,2024-02-29 07:30:00.000,2024-02-19 00:00:00.000,10 days 07:30:00,5 days 21:46:00,4 days 09:44:00
303,WO117822-10,16|17,20,2024-01-18 07:21:00.000,2024-02-19 00:00:00.000,-32 days +07:21:00,-32 days +07:01:00,0 days 00:20:00
303,WO117822-20,9,5470,2024-02-02 09:35:00.000,2024-02-19 00:00:00.000,-17 days +09:35:00,-21 days +14:25:00,3 days 19:10:00
304,WO117823-10,16|17,30,2024-01-18 14:00:00.000,2024-02-19 00:00:00.000,-32 days +14:00:00,-32 days +13:30:00,0 days 00:30:00
304,WO117823-20,9,5191,2024-02-02 11:35:00.000,2024-02-19 00:00:00.000,-17 days +11:35:00,-21 days +21:04:00,3 days 14:31:00
301,WO117824-10,16|17,436,2024-01-17 10:25:00.000,2024-02-19 00:00:00.000,-33 days +10:25:00,-33 days +03:09:00,0 days 07:16:00
301,WO117824-20,9,5100,2024-01-31 15:15:00.000,2024-02-19 00:00:00.000,-19 days +15:15:00,-22 days +02:15:00,3 days 13:00:00
302,WO117825-10,16|17,327,2024-01-18 11:24:34.800,2024-02-19 00:00:00.000,-32 days +11:24:34.800000,-32 days +05:57:34.800000,0 days 05:27:00
302,WO117825-20,9,4866,2024-02-01 12:20:00.000,2024-02-19 00:00:00.000,-18 days +12:20:00,-21 days +03:14:00,3 days 09:06:00
28,WO117826-10,2|1,0,2023-11-27 14:12:00.000,2023-12-20 00:00:00.000,-23 days +14:12:00,-23 days +14:12:00,0 days 00:00:00
28,WO117827-10,2|1,0,2023-11-27 15:21:00.000,2023-12-20 00:00:00.000,-23 days +15:21:00,-23 days +15:21:00,0 days 00:00:00
28,WO117828-10,84,150,2023-11-27 10:12:00.000,,,,
28,WO117829-10,84,120,2023-11-27 09:00:00.000,,,,
28,WO117830-10,84,150,2023-11-27 09:30:00.000,,,,
28,WO117831-10,84,180,2023-11-27 10:00:00.000,,,,
28,WO117832-10,84,210,2023-11-27 10:48:00.000,,,,
28,WO117833-10,84,222,2023-11-27 10:52:00.000,,,,
28,WO117834-10,84,258,2023-11-27 11:18:00.000,,,,
28,WO117835-10,84,261,2023-11-27 11:21:00.000,,,,
303,WO117836-10,16|17,1451,2023-12-15 06:55:00.000,2024-02-19 00:00:00.000,-66 days +06:55:00,-67 days +06:44:00,1 days 00:11:00
303,WO117836-20,9,17040,2024-02-02 09:05:00.000,2024-02-19 00:00:00.000,-17 days +09:05:00,-29 days +13:05:00,11 days 20:00:00
304,WO117837-10,16|17,0,2023-12-14 12:55:00.000,2024-02-19 00:00:00.000,-67 days +12:55:00,-67 days +12:55:00,0 days 00:00:00
304,WO117837-20,9,17397,2024-02-05 07:00:00.000,2024-02-19 00:00:00.000,-14 days +07:00:00,-26 days +05:03:00,12 days 01:57:00
301,WO117838-10,16|17,0,2023-12-13 10:00:00.000,2024-02-19 00:00:00.000,-68 days +10:00:00,-68 days +10:00:00,0 days 00:00:00
301,WO117838-20,9,17456,2024-02-01 10:20:00.000,2024-02-19 00:00:00.000,-18 days +10:20:00,-30 days +07:24:00,12 days 02:56:00
302,WO117839-10,16|17,1307,2023-12-14 10:15:00.000,2024-02-19 00:00:00.000,-67 days +10:15:00,-68 days +12:28:00,0 days 21:47:00
302,WO117839-20,9,17065,2024-02-01 13:00:00.000,2024-02-19 00:00:00.000,-18 days +13:00:00,-30 days +16:35:00,11 days 20:25:00
304,WO117840-10,16|17,1047,2023-12-14 11:55:00.000,2024-02-19 00:00:00.000,-67 days +11:55:00,-68 days +18:28:00,0 days 17:27:00
304,WO117841-10,16|17,926,2023-12-14 08:35:00.000,2024-02-19 00:00:00.000,-67 days +08:35:00,-68 days +17:09:00,0 days 15:26:00
301,WO117842-10,16|17,1698,2023-12-13 09:00:00.000,2024-02-19 00:00:00.000,-68 days +09:00:00,-69 days +04:42:00,1 days 04:18:00
